internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22717931,Cinnyris loveridgei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,NECTARINIIDAE,Cinnyris,loveridgei,,,,,"Hartert, 1922","<p><em>Cinnyris loveridgei </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following<em> </em>Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717936,Cinnyris moreaui,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,NECTARINIIDAE,Cinnyris,moreaui,,,,,"(Sclater, 1933)","<p><em>Cinnyris moreaui </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following<em> </em>Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717941,Cinnyris rockefelleri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,NECTARINIIDAE,Cinnyris,rockefelleri,,,,,"Chapin, 1932","<p><em>Cinnyris rockefelleri </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following<em> </em>Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717954,Cinnyris rufipennis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,NECTARINIIDAE,Cinnyris,rufipennis,,,,,"(Jensen, 1983)","<p><em>Cinnyris rufipennis </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22718048,Aethopyga primigenia,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,NECTARINIIDAE,Aethopyga,primigenia,,,,,"(Hachisuka, 1941)",
22718059,Aethopyga boltoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,NECTARINIIDAE,Aethopyga,boltoni,,,,,"Mearns, 1905",
22718068,Aethopyga duyvenbodei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,NECTARINIIDAE,Aethopyga,duyvenbodei,,,,,"(Schlegel, 1871)",
22718419,Macronyx flavicollis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MOTACILLIDAE,Macronyx,flavicollis,,,,,"Rüppell, 1840",
22718436,Macronyx sharpei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MOTACILLIDAE,Macronyx,sharpei,,,,,"Jackson, 1904",
22718542,Anthus sokokensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MOTACILLIDAE,Anthus,sokokensis,,,,,"van Someren, 1921",
22718582,Anthus nilghiriensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MOTACILLIDAE,Anthus,nilghiriensis,,,,,"Sharpe, 1885",
22718588,Anthus antarcticus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MOTACILLIDAE,Anthus,antarcticus,,,,,"Cabanis, 1884",
22718735,Ploceus bannermani,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,bannermani,,,,,"Chapin, 1932",
22718739,Ploceus batesi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,batesi,,,,,"(Sharpe, 1908)",
22718774,Ploceus subpersonatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,subpersonatus,,,,,"(Cabanis, 1876)",
22718856,Ploceus burnieri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,burnieri,,,,,"Baker & Baker, 1990",
22718945,Ploceus golandi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,golandi,,,,,"(Clarke, 1913)",
22718979,Ploceus aureonucha,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,aureonucha,,,,,"Sassi, 1920",
22719031,Ploceus nicolli,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,nicolli,,,,,"Sclater, 1931",
22719036,Ploceus olivaceiceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,olivaceiceps,,,,,"(Reichenow, 1899)",
22719061,Ploceus flavipes,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Ploceus,flavipes,,,,,"Chapin, 1916",
22719091,Malimbus ibadanensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Malimbus,ibadanensis,,,,,"Elgood, 1958",
22719149,Foudia rubra,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Foudia,rubra,,,,,"(Gmelin, 1789)",
22719159,Foudia flavicans,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Foudia,flavicans,,,,,"Newton, 1865",
22719249,Euplectes jacksoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PLOCEIDAE,Euplectes,jacksoni,,,,,"(Sharpe, 1891)",
22719716,Erythrura coloria,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Erythrura,coloria,,,,,"Ripley & Rabor, 1961",
22719739,Erythrura kleinschmidti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Erythrura,kleinschmidti,,,,,"(Finsch, 1878)",
22719744,Chloebia gouldiae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Chloebia,gouldiae,,,,,"(Gould, 1844)","<p><em>Chloebia gouldiae </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Erythrura </em>following Christidis &amp; Boles (2008); Sibley &amp; Monroe (1990, 1993).</p>"
22719861,Lonchura vana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Lonchura,vana,,,,,"(Hartert, 1930)",
22720127,Crithagra flavigula,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Crithagra,flavigula,,,,,"(Salvadori, 1888)","<p><em>Crithagra flavigula</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Serinus</em> following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>"
22720132,Crithagra xantholaema,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Crithagra,xantholaema,,,,,"(Salvadori, 1896)",<p><em>Crithagra xantholaema</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Serinus</em> and listed as <em>S. xantholaemus </em>following Dowsett &amp; Forbes-Watson (1993).</p>
22720386,Spinus siemiradzkii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Spinus,siemiradzkii,,,,,"(Berlepsch & Taczanowski, 1883)","<p><em>Spinus siemiradzkii</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carduelis</em> following SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>"
22720457,Linaria johannis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Linaria,johannis,,,,,"(Clarke, 1919)","<p><em>Linaria johannis</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carduelis</em> following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22720560,Haemorhous cassinii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Haemorhous,cassinii,,,,,"(Baird, 1854)","<p><em>Haemorhous cassinii</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carpodacus</em> following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>"
22720742,Loxioides bailleui,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Loxioides,bailleui,,,,,"(Oustalet, 1877)",
22720745,Rhodacanthis flaviceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Rhodacanthis,flaviceps,,,,,"Rothschild, 1892",
22720749,Rhodacanthis palmeri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Rhodacanthis,palmeri,,,,,"(Rothschild, 1892)",
22720753,Pseudonestor xanthophrys,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Pseudonestor,xanthophrys,,,,,"Rothschild, 1893",
22720756,Chlorodrepanis stejnegeri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Chlorodrepanis,stejnegeri,,,,,"(Wilson, 1890)","<p><em>Chlorodrepanis stejnegeri</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Hemignathus </em>and listed as <em>H. kauaiensis </em>following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993).</p>"
22720774,Magumma parva,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Magumma,parva,,,,,"(Stejneger, 1887)","<p><em>Magumma parva</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Hemignathus</em> and listed as <em>H. parvus </em>following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993).</p>"
22720784,Viridonia sagittirostris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Viridonia,sagittirostris,,,,,"Rothschild, 1892","<p><em>Viridonia sagittirostris</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Hemignathus</em> following AOU (1998 &amp; supplements); Brooks (2000); Sibley &amp; Monroe (1990, 1993).</p>"
22720799,Hemignathus wilsoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Hemignathus,wilsoni,,,,,"(Rothschild, 1893)","<p><em>Hemignathus wilsoni</em> (del Hoyo and Collar 2016) was previously listed as <em>H. munroi</em> following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993).</p>"
22720814,Manucerthia mana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Manucerthia,mana,,,,,"(Wilson, 1891)","<p><em>Manucerthia mana</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Oreomystis </em>following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993).</p>"
22720818,Paroreomyza montana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Paroreomyza,montana,,,,,"(Wilson, 1890)",
22720827,Paroreomyza maculata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Paroreomyza,maculata,,,,,"(Cabanis, 1850)",
103823991,Loxops coccineus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Loxops,coccineus,,,,,"(Gmelin, 1789)","<p><em>Loxops coccineus</em>,<em> L. ochraceus</em> and<em> L. wolstenholmei</em> (del Hoyo and Collar 2016) were previously lumped as<em> L. coccineus </em>following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993).</p>"
22720840,Ciridops anna,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Ciridops,anna,,,,,"(Dole, 1879)",
22720844,Drepanis coccinea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Drepanis,coccinea,,,,,"(Forster, 1781)","<p><em>Drepanis coccinea</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Vestiaria </em>following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993).</p>"
22720848,Drepanis pacifica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Drepanis,pacifica,,,,,"(Gmelin, 1788)",
22720852,Drepanis funerea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Drepanis,funerea,,,,,"Newton, 1893",
22720855,Palmeria dolei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Palmeria,dolei,,,,,"(Wilson, 1891)",
22720996,Emberiza sulphurata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,EMBERIZIDAE,Emberiza,sulphurata,,,,,"Temminck & Schlegel, 1848",
22721232,Peucaea sumichrasti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Peucaea,sumichrasti,,,,,"(Lawrence, 1871)",
22721487,Atlapetes pallidiceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Atlapetes,pallidiceps,,,,,"(Sharpe, 1900)",
22721492,Atlapetes rufigenis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Atlapetes,rufigenis,,,,,"(Salvin, 1895)",
22721563,Pselliophorus luteoviridis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Pselliophorus,luteoviridis,,,,,"Griscom, 1924",
22721728,Setophaga vitellina,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Setophaga,vitellina,,,,,"Cory, 1886","Setophaga vitellina (del Hoyo and   Collar 2016) was previously placed in the genus Dendroica   following AOU (1998 &amp; supplements); Sibley   &amp; Monroe (1990, 1993); Stotz et al. (1996)."
22721755,Catharopeza bishopi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Catharopeza,bishopi,,,,,"(Lawrence, 1878)",
22721851,Geothlypis speciosa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Geothlypis,speciosa,,,,,"Sclater, 1859",
22721891,Cardellina versicolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Cardellina,versicolor,,,,,"(Salvin, 1864)","<p><em>Cardellina versicolor </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Ergaticus </em>following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>"
22721919,Myioborus pariae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Myioborus,pariae,,,,,"Phelps & Phelps, 1949",
22721929,Myioborus cardonai,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Myioborus,cardonai,,,,,"Zimmer & Phelps, 1945",
22721947,Myioborus albifrons,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Myioborus,albifrons,,,,,"(Sclater & Salvin, 1871)",
22721978,Basileuterus griseiceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Basileuterus,griseiceps,,,,,"Sclater & Salvin, 1869",
22721982,Myiothlypis basilica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Myiothlypis,basilica,,,,,"(Todd, 1913)","<p><em>Myiothlypis basilica </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Basileuterus</em> and listed as <em>B. basilicus </em>following SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p><strong>&#160;</strong></p>"
22721985,Myiothlypis cinereicollis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Myiothlypis,cinereicollis,,,,,"Sclater, 1865","<p><em>Myiothlypis cinereicollis </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Basileuterus </em>following SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22721989,Myiothlypis conspicillata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Myiothlypis,conspicillata,,,,,"Salvin &amp; Godman, 1880","<p><em>Myiothlypis conspicillata </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Basileuterus </em>and listed as <em>B. conspicillatus </em>following SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22722025,Basileuterus ignotus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Basileuterus,ignotus,,,,,"Nelson, 1912",
22722076,Xenoligea montana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHAENICOPHILIDAE,Xenoligea,montana,,,,,"(Chapman, 1917)",
22722114,Conirostrum binghami,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Conirostrum,binghami,,,,,"(Chapman, 1919)","<p><em>Conirostrum binghami </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Oreomanes </em>and listed as <em>O. fraseri</em> following&#160; AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</span></p>  <p>&#160;</p>"
22722133,Conothraupis speculigera,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Conothraupis,speculigera,,,,,"(Gould, 1855)",
22722226,Kleinothraupis reyi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Kleinothraupis,reyi,,,,,"(Berlepsch, 1885)","<p><em>Kleinothraupis reyi </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Hemispingus </em>following SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22722236,Poospiza goeringi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Poospiza,goeringi,,,,,"(Sclater & Salvin, 1870)","<p><em>Poospiza goeringi </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Hemispingus </em>following SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22722239,Poospiza rufosuperciliaris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Poospiza,rufosuperciliaris,,,,,"Blake & Hocking, 1974","<p><em>Poospiza rufosuperciliaris </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Hemispingus </em>following SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22722423,Habia gutturalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Habia,gutturalis,,,,,"(Sclater, 1854)",
22722430,Habia atrimaxillaris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Habia,atrimaxillaris,,,,,"(Dwight & Griscom, 1924)",
22722567,Bangsia melanochlamys,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Bangsia,melanochlamys,,,,,"(Hellmayr, 1910)",
22722611,Cnemathraupis aureodorsalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Cnemathraupis,aureodorsalis,,,,,"(Blake &amp; Hocking, 1974)","<p><em>Cnemathraupis aureodorsalis </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Buthraupis</em> following SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22722621,Wetmorethraupis sterrhopteron,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Wetmorethraupis,sterrhopteron,,,,,"Lowery & O'Neill, 1964",
22722730,Euphonia chalybea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Euphonia,chalybea,,,,,"(Mikan, 1825)",
22722799,Chlorochrysa nitidissima,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Chlorochrysa,nitidissima,,,,,"Sclater, 1873",
22722812,Tangara cabanisi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Tangara,cabanisi,,,,,"(Sclater, 1866)",
22722823,Tangara fastuosa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Tangara,fastuosa,,,,,"Lesson, 1831",
22722839,Tangara johannae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Tangara,johannae,,,,,"(Dalmas, 1900)",
22722927,Tangara fucosa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Tangara,fucosa,,,,,"Nelson, 1912",
22722997,Dacnis berlepschi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Dacnis,berlepschi,,,,,"Hartert, 1900",
22723185,Xenospingus concolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Xenospingus,concolor,,,,,"(D'Orbigny & Lafresnaye, 1837)",
22723209,Incaspiza watkinsi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Incaspiza,watkinsi,,,,,"Chapman, 1925",
22723224,Microspingus alticola,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Microspingus,alticola,,,,,"(Salvin, 1895)","<p><em>Microspingus alticola </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Poospiza </em>following SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22723275,Poospiza baeri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Poospiza,baeri,,,,,"(Oustalet, 1904)",<p><em>Poospiza baeri </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Compsospiza </em>following SACC (2009).</p>  <p>&#160;</p>
22723375,Emberizoides duidae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Emberizoides,duidae,,,,,"Chapman, 1929",
22723468,Sporophila nigrorufa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Sporophila,nigrorufa,,,,,"(D'Orbigny & Lafresnaye, 1837)",
22723648,Diglossa venezuelensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Diglossa,venezuelensis,,,,,"Chapman, 1925",
22723725,Melanospiza richardsoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Melanospiza,richardsoni,,,,,"(Cory, 1886)",
22723768,Geospiza psittacula,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Geospiza,psittacula,,,,,"Gould, 1837","<p><em>Geospiza psittacula </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Camarhynchus </em>following SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22723783,Geospiza pallida,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Geospiza,pallida,,,,,"(Sclater &amp; Salvin, 1870)","<p><em>Geospiza pallida </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Camarhynchus </em>and listed as <em>C. pallidus </em>following SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22723792,Pinaroloxias inornata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Pinaroloxias,inornata,,,,,"(Gould, 1843)",
22723960,Passerina rositae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Passerina,rositae,,,,,"(Lawrence, 1874)",
22724010,Psarocolius cassini,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Psarocolius,cassini,,,,,"(Richmond, 1898)",
22724150,Icterus bonana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Icterus,bonana,,,,,"(Linnaeus, 1766)",
22724153,Icterus laudabilis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Icterus,laudabilis,,,,,"Sclater, 1871",
22724163,Nesopsar nigerrimus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Nesopsar,nigerrimus,,,,,"(Osburn, 1859)",
22724314,Quiscalus palustris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Quiscalus,palustris,,,,,"(Swainson, 1827)",
22724375,Bradypterus bangwaensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LOCUSTELLIDAE,Bradypterus,bangwaensis,,,,,"Delacour, 1943",
22724390,Otus enganensis,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Otus,enganensis,,,,,"Riley, 1927","<em>Otus magicus</em> and <em>O. tempestatis</em> (del Hoyo and Collar 2014) were previously lumped as <em>O. magicus</em>, and <em>O. alfredi</em>, <em>O. siaoensis</em>,<em> </em><em>O. enganensis,</em> <em>O. insularis</em> and <em>O. beccarii</em> (del Hoyo and Collar 2014) were split from <em>O. magicus</em> following Widodo <em>et al.</em> (1999), Lambert and Rasmussen (1998), <em></em>Andrew (1992) and Holt <em>et al.</em> (1999)<em>.</em> Prior to that all these taxa were lumped in <em>O. magicus </em>following Sibley and Monroe (1990, 1993).<em> <p></p></em>"
22724396,Otus alfredi,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Otus,alfredi,,,,,"(Hartert, 1897)","<em>Otus magicus</em> and <em>O. tempestatis</em> (del Hoyo and Collar 2014) were previously lumped as <em>O. magicus</em>, and <em>O. alfredi</em>, <em>O. siaoensis</em>,<em> </em><em>O. enganensis,</em> <em>O. insularis</em> and <em>O. beccarii</em> (del Hoyo and Collar 2014) were split from <em>O. magicus</em> following Widodo <em>et al.</em> (1999), Lambert and Rasmussen (1998), <em></em>Andrew (1992) and Holt <em>et al.</em> (1999)<em>.</em> Prior to that all these taxa were lumped in <em>O. magicus </em>following Sibley and Monroe (1990, 1993).<em> <p></p></em>"
22724425,Phylloscartes kronei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Phylloscartes,kronei,,,,,"Willis & Oniki, 1992",
22724428,Caprimulgus solala,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,CAPRIMULGIDAE,Caprimulgus,solala,,,,,"Safford, Ash, Duckworth, Telfer & Zewdie, 1995",
22724449,Dromaius baudinianus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,CASUARIIDAE,Dromaius,baudinianus,,,,,"S. A. Parker, 1984",
22724465,Glaucidium sanchezi,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Glaucidium,sanchezi,,,,,"Lowery & Newman, 1949",
22724477,Formicivora acutirostris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Formicivora,acutirostris,,,,,"(Bornschein, Reinert &amp; Teixera, 1995)",<p><em>Formicivora acutirostris</em> (del Hoyo and Collar 2016) was previously listed as <em>Stymphalornis acutirostris</em>.</p>  <p>&#160;</p>
22724488,Synallaxis cinerea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Synallaxis,cinerea,,,,,"Wied, 1831",<em>Synallaxis cinerea </em>(del Hoyo and   Collar 2016) was previously listed as <em>S. whitneyi.</em>
22724495,Phylloscartes beckeri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Phylloscartes,beckeri,,,,,"Gonzaga &amp; Pacheco, 1995",
22724499,Nyctiphrynus rosenbergi,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,CAPRIMULGIDAE,Nyctiphrynus,rosenbergi,,,,,"(Hartert, 1895)",
22724513,Ara tricolor,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Ara,tricolor,,,,,"Bechstein, 1811",
22724518,Aethopyga linaraborae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,NECTARINIIDAE,Aethopyga,linaraborae,,,,,"Kennedy, Gonzales & Miranda, 1997",
22724523,Phapitreron brunneiceps,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Phapitreron,brunneiceps,,,,,"(Bourns & Worcester, 1894)",
